OBJECTID,GRID_ID,tas,Shape__Area,Shape__Length
94,BD-95,11.279187202,0.0184224565971185,0.557271303360262
95,BE-95,10.753258705,0.0184213903758028,0.557255592604832
96,BF-95,10.50985527,0.0184202182246516,0.557239379921256
97,BG-95,10.374185562,0.0184186201474006,0.557217386289771
98,BH-95,10.430421829,0.0184168619235159,0.557193608952465
99,BI-95,10.489715576,0.0184147641256516,0.557164402405706
100,BJ-95,10.803445816,0.0184125177750758,0.557133004037148
101,BK-95,10.725224495,0.0184098113758716,0.557094495805905
102,BL-95,10.815569878,0.018407162395504,0.557058253847726
103,BM-95,10.740179062,0.0184043232989808,0.557019621823341
104,BN-95,10.776826859,0.0184011886417608,0.556976316991039
105,BO-95,11.117995262,0.0183976995903397,0.5569275950932
106,AK-94,10.401954651,0.0184415533612281,0.557738187141662
107,AL-94,10.153954506,0.0184448036138178,0.557783077312545
108,AM-94,10.784089088,0.0184478819327296,0.557825013406152
109,AN-94,10.506402969,0.0184508311167519,0.557865615301032
110,AO-94,10.130957603,0.0184534062028661,0.557901081113499
111,AP-94,9.726617813,0.0184558402103505,0.557934605631639
112,AQ-94,9.914972305,0.018457912017297,0.557962888441843
113,AR-94,10.037088394,0.0184597188505222,0.557988149563122
114,AS-94,10.722411156,0.0184613111472345,0.558010150739994
115,AT-94,10.904536247,0.0184627788586198,0.558031169772353
116,AU-94,10.889358521,0.0184638496916278,0.558045306011223
117,AV-94,10.665581703,0.0184647777629863,0.558057794609001
118,AW-94,10.440014839,0.018465779058559,0.558072914885762
119,AX-94,10.594511032,0.0184662446670814,0.558079011115393
120,AY-94,10.239804268,0.0184663023113956,0.558079043974179
121,AZ-94,10.155283928,0.0184663806151022,0.558080256107929
122,BA-94,10.498595238,0.0184663851029327,0.558079785809076
123,BB-94,10.582518578,0.0184661020442931,0.558076040116137
124,BC-94,10.78844738,0.0184652270620376,0.558062676327049
125,BD-94,10.715400696,0.0184649198581468,0.558060420583403
126,BE-94,10.331785202,0.0184635590428179,0.558040145234951
127,BF-94,10.320006371,0.0184624488518494,0.558025835256321
128,BG-94,10.403465271,0.0184608598278437,0.558004010345427
129,BH-94,10.620672226,0.0184592916599673,0.557983233149818
130,BI-94,10.774217606,0.0184569798582928,0.557950197331651
131,BJ-94,10.605264664,0.018454697630732,0.557918736459426
132,BK-94,10.772195816,0.0184519893275995,0.557880394176676
133,BL-94,10.536943436,0.0184495014957484,0.557846866206143
134,BM-94,10.321160316,0.018446634743988,0.557806930469888
135,BN-94,10.533029556,0.0184436493084146,0.557766162413385
136,BO-94,10.743844986,0.0184402029761515,0.557718712709866
137,BP-94,10.992292404,0.0184367613313228,0.557672609720097
138,BQ-94,11.040218353,0.0184327121076358,0.557614738674505
139,AM-93,10.996638298,0.0184905961875472,0.558619899370764
140,AN-93,10.036345482,0.018493505653467,0.558659667074174
